trial	learning_rate	num_train_epochs	per_device_train_batch_size	runtime	loss	hamming_loss	accuracy	f1_micro	f1_macro	f1_weighted	class_f1_scores
0	3.93650177743179e-05	19	16	2126.249327659607	0.2285663902759552	0.06024	0.782	0.8824903777016454	0.8867469463929478	0.8821169889513234	[0.8227514487576407, 0.8927788823554295, 0.90659328954376, 0.9175181018157513, 0.8940930094921582]
1	2.6245600136020557e-05	16	32	1643.7808420658112	0.1900875300168991	0.0616	0.782	0.8773885350318473	0.8828562812509686	0.8772777008584605	[0.8222356495468279, 0.8802328705776981, 0.8909500493362874, 0.9094332535098839, 0.9114295832841458]
2	3.698743297793455e-05	16	16	1689.847449541092	0.2912988543510437	0.09775999999999999	0.6288	0.7063629222309504	0.7103653486262183	0.7062954454119672	[0.6678678678678678, 0.711705685618729, 0.7185185185185186, 0.7234782608695652, 0.7302564102564102]
3	2.9601722460147316e-05	7	16	841.2258174419403	0.5600385665893555	0.25007999999999997	0.0	0.0	0.0	0.0	[0.0, 0.0, 0.0, 0.0, 0.0]
4	2.3066074234765852e-05	18	32	2222.2359569072723	0.18677782714366914	0.05936	0.7872	0.8834382405397216	0.888365255314189	0.882791460850318	[0.8128693932816093, 0.8987781350482316, 0.899697519661222, 0.9230419762434338, 0.9074392523364485]
5	2.5076876454056316e-05	11	16	1530.0026869773865	0.19917751848697662	0.06008	0.7824	0.8818684275805332	0.8867501598789904	0.8810593315324258	[0.8137366548042705, 0.8931794589973745, 0.8929292929292929, 0.9248711247512407, 0.9090342679127724]
6	2.7246562359698278e-05	19	16	2270.188859462738	0.22672373950481414	0.061759999999999995	0.7807999999999999	0.8783864477508135	0.8834484894602191	0.878085710210132	[0.815111147433802, 0.8876361713379165, 0.894722310714665, 0.9164650619417334, 0.9033077558729783]
7	3.674104993491735e-05	18	32	2082.1481256484985	0.21075280308723449	0.062240000000000004	0.7844	0.8772550944944036	0.8822668488398954	0.8769022132915202	[0.8165170859141281, 0.8874692978295015, 0.8942763088032282, 0.9117327449166014, 0.9013388067360172]
8	2.6099636624007683e-05	7	8	1075.1717488765717	0.48893013298511506	0.21288	0.15560000000000002	0.17438345266507557	0.17543412555153512	0.17437360658247003	[0.1561643835616438, 0.1745928338762215, 0.1847328244274809, 0.18121546961325966, 0.18046511627906975]
9	3.3478533571486074e-05	20	32	2490.860360145569	0.2026487559080124	0.060399999999999995	0.7776000000000002	0.881835237491428	0.886507354649777	0.8817492493874021	[0.8180803641011252, 0.8994866085235358, 0.8934865900383142, 0.9111645611003434, 0.9103186494855657]
10	2.1527587589148367e-05	3	8	494.43808698654175	0.25283763408660886	0.10024000000000002	0.624	0.7346406249477109	0.7348218406911757	0.7305471150555393	[0.6177215189873417, 0.78897414038079, 0.7803737725688944, 0.7149302707136997, 0.7721095008051531]
11	2.1460725856284547e-05	12	32	1683.5149040222168	0.17903578281402588	0.0596	0.7752000000000001	0.8813584423228452	0.8880401412222507	0.8806818932624715	[0.8008039685254875, 0.8916477511559477, 0.9102547065337763, 0.9210657945363602, 0.9164284853596817]
12	2.0091261014819477e-05	13	32	1712.0876710414886	0.18079605400562287	0.06168	0.7736000000000001	0.8780833885111065	0.8831631193785802	0.8774472488549492	[0.8068976368041788, 0.8969839098430071, 0.8880791063907708, 0.9158207558207557, 0.908034188034188]
13	2.245741235958558e-05	12	32	1638.614440202713	0.180720317363739	0.06056	0.7804	0.8783171270290163	0.8855806287314623	0.8771096783987258	[0.7863185544132966, 0.8895907624384446, 0.9069283018867924, 0.9229809699201963, 0.9220845549985814]
14	4.7875268119123344e-05	9	32	1083.8652112483978	0.19693783223628997	0.064	0.7648000000000001	0.8746835443037975	0.8797965697324056	0.874195402115743	[0.8049716649123368, 0.8861982358496252, 0.8835294117647059, 0.9181514606636622, 0.906132075471698]
15	2.2522183845846697e-05	15	32	2054.4883387088776	0.19344200193881989	0.06256	0.7708	0.8757530189109136	0.8813309552082469	0.8754090872914521	[0.8081794871794872, 0.8910764153338411, 0.8920634920634921, 0.9042242703533026, 0.9111111111111111]
16	2.3830489304929823e-05	14	8	1974.9155809879303	0.21102190613746644	0.06032	0.7804	0.8798528045162477	0.8845742407796651	0.8786189571964005	[0.8033440514469452, 0.8941159099298635, 0.9054199011997177, 0.9230263157894736, 0.8969650255323248]
17	2.0110302670641465e-05	10	32	1504.447911977768	0.19532306790351867	0.06856	0.7587999999999999	0.8618867786981385	0.8689864721544216	0.8606369495169555	[0.7713413721222172, 0.8735099337748344, 0.8844086508008324, 0.9062846489721827, 0.9093877551020408]
18	3.0314457611318428e-05	5	32	753.4416360855103	0.1923008680343628	0.0688	0.7548	0.8586829360337127	0.8680704409302551	0.8570182726399578	[0.7402993952612273, 0.8792918087795403, 0.8977099844677208, 0.9090230870047383, 0.9140279291380491]
19	2.8116129765189825e-05	17	32	2035.275464296341	0.1873585730791092	0.06264	0.7696	0.8763941444310402	0.8815522044447824	0.8762830389781552	[0.8163252032520324, 0.8848712871287129, 0.8917715667448972, 0.9156130549838283, 0.899179910114442]
