trial	learning_rate	num_train_epochs	per_device_train_batch_size	runtime	loss	hamming_loss	accuracy	f1_micro	f1_macro	f1_weighted	class_f1_scores
0	3e-05	11	8	2560.4959678649902	0.30680299997329713	0.09008000000000001	0.656	0.7174308503684891	0.7213874461806847	0.7176385678294461	[0.6690388856817938, 0.7276029081521072, 0.736758901199529, 0.7362637114684769, 0.737272824401517]
1	2e-05	8	8	1889.9898390769958	0.2704776287078857	0.0888	0.6572	0.7198722585146224	0.7236990843461522	0.7202248185377946	[0.6733608394557161, 0.73441061692584, 0.7302144531454876, 0.7435319422504778, 0.7369775699532395]
2	3e-05	10	32	1171.1953341960907	0.18619275689125062	0.05136	0.8136000000000001	0.8968430739710069	0.9020130486499441	0.8971505161061512	[0.8337516730664397, 0.9136773018294368, 0.9095104044671165, 0.9284131310049523, 0.9247127328817756]
3	3e-05	11	32	1284.48916888237	0.19240570664405823	0.05152000000000001	0.8172	0.8964466388746344	0.9012740407568105	0.8968536010990587	[0.8354243034550205, 0.9146490734789818, 0.9109554799164539, 0.9265110224647117, 0.9188303244688842]
4	2e-05	12	16	1869.3377113342285	0.2014725148677826	0.04968	0.8211999999999999	0.9003629338053744	0.9050395500953161	0.9006234012979155	[0.8391636432139139, 0.9195415856504401, 0.9126011125831195, 0.9333353899071415, 0.9205560191219657]
5	4e-05	11	8	2573.2250254154205	0.3061254233121872	0.08984	0.6527999999999999	0.7179995365764122	0.7218342774563762	0.7181752507186218	[0.66982160400529, 0.7338622360786198, 0.731048521247954, 0.7453705281332614, 0.7290684978167554]
6	3e-05	11	32	1274.0825598239899	0.19380008578300476	0.05152000000000001	0.8184000000000001	0.8963463878039288	0.9011102580696887	0.8966755717344554	[0.8342035423227443, 0.9159332742423679, 0.9116094883552724, 0.9266382084742506, 0.9171667769538084]
7	2e-05	18	8	4273.323964595795	0.37216090857982637	0.12488000000000002	0.49640000000000006	0.5431336294062686	0.5459884374092617	0.5431987153615916	[0.5107830217244553, 0.5544475400924164, 0.5447642501976867, 0.562730836780729, 0.557216538251021]
8	3e-05	10	16	1573.148874282837	0.2034602493047714	0.049519999999999995	0.8236000000000001	0.9007088847016022	0.9052992519524781	0.9010261945862815	[0.8411040910344351, 0.920378174673871, 0.9128826101482389, 0.9279125604466859, 0.9242188234591587]
9	2e-05	7	8	1658.5049118995667	0.19749707877635955	0.050960000000000005	0.82	0.897517883479954	0.9023036986035468	0.8978738556403606	[0.835967123883972, 0.916156632900293, 0.9136131051478644, 0.9252759516265046, 0.9205056794591007]
10	5e-05	2	16	327.2113001346588	0.23469204306602479	0.09288	0.6468	0.7102532761658173	0.714013006878153	0.7097235542226964	[0.6479288087237547, 0.7294111206852556, 0.7175040982969566, 0.7363050688214919, 0.7389159378633062]
11	4e-05	16	16	2512.931899547577	0.36931597292423246	0.12928	0.49319999999999997	0.5380250597945423	0.5402953957178525	0.538041819802062	[0.503766283596698, 0.5484614105676189, 0.5425023236163921, 0.5550395467755582, 0.5517074140329955]
12	5e-05	16	16	2512.39736533165	0.38752070665359495	0.13112	0.4828	0.533363974603888	0.5368506487853739	0.5336302605610331	[0.4943326689992175, 0.5471129351517469, 0.5407081859577385, 0.5528253427335892, 0.5492741110845778]
13	2e-05	5	16	789.3658933639526	0.23495372235774994	0.08872	0.6588	0.7175584567683603	0.7220413378769258	0.7176869761096105	[0.6643318723943936, 0.7289167062266918, 0.7294323140386625, 0.7455544432203471, 0.7419713535045342]
14	2e-05	14	16	2200.9874379634857	0.21619137823581697	0.0496	0.8219999999999998	0.9001082243551703	0.9040997788902307	0.900363864987097	[0.8450828987219292, 0.915576344800537, 0.9128122872802464, 0.9214833098050577, 0.9255440538433841]
15	3e-05	20	16	3128.827941417694	0.25149585008621217	0.0504	0.8244	0.8988537465841949	0.902971997332705	0.8990862946762157	[0.8447727023162303, 0.9169749719689081, 0.9076959735932582, 0.926487961992428, 0.9189283767927]
16	4e-05	13	16	2037.5087282657623	0.24082285463809966	0.05192	0.8155999999999999	0.8961441193076463	0.9008556907349149	0.8966324257474337	[0.8342147122205461, 0.9170642865636426, 0.9089696931583008, 0.917293541072343, 0.926736220659742]
17	5e-05	8	16	1269.0354309082031	0.4091842532157898	0.16807999999999998	0.3252	0.3571420665227738	0.3591271612185973	0.35730731924997067	[0.333477474644233, 0.3629798150926956, 0.3568572756857276, 0.3727427072079025, 0.36957853346242764]
18	3e-05	14	16	2193.3139617443085	0.23210312128067018	0.05208	0.8144	0.8958506727826855	0.9007322903059938	0.896497713033968	[0.8363281085141763, 0.9127228035269443, 0.9096165388555842, 0.9211129078378667, 0.9238810927953981]
19	2e-05	4	16	639.3703546524048	0.15177475214004515	0.05032	0.8168	0.8972285286227735	0.9025429760605848	0.8969552231041675	[0.826830124810072, 0.9131643046364726, 0.9049909613525747, 0.9292757022990349, 0.93845378720477]
