trial	learning_rate	num_train_epochs	per_device_train_batch_size	runtime	loss	hamming_loss	accuracy	f1_micro	f1_macro	f1_weighted	class_f1_scores
0	4.2617450567505894e-05	4	16	805.4056951999664	0.10719693303108216	0.03642666666666666	0.6496000000000001	0.7742025838671155	0.5905778813567915	0.7553354328433585	[0.4185344827586207, 0.8608802961744138, 0.6856184230593259, 0.8076652665356674, 0.4464849354375896, 0.45333333333333325, 0.5401069518716578, 0.6152631578947367, 0.8729137897021108, 0.450592885375494, 0.678, 0.30823529411764705, 0.9050055893677802, 0.8160338147234942, 0.0]
1	3.792679196186524e-05	17	16	3868.3215107917786	0.12514977008104325	0.0348	0.6716	0.7946289006630828	0.6733445035202372	0.7886117364452359	[0.5017921146953406, 0.8527472527472527, 0.7101604278074867, 0.8126984126984127, 0.5353383458646616, 0.6591093117408906, 0.5191919191919192, 0.6992263056092843, 0.8849477819296732, 0.6173076923076923, 0.7636363636363638, 0.47619047619047616, 0.9083466241360977, 0.8420142067876876, 0.3174603174603174]
2	4.853489174876246e-05	13	32	2464.2960963249207	0.11299681961536408	0.03504	0.6728000000000001	0.7905717417438654	0.6529098154163774	0.7815543436950875	[0.518974358974359, 0.8492792792792793, 0.7403805496828753, 0.79629090517009, 0.5047619047619047, 0.7485714285714284, 0.4836363636363637, 0.6122621564482029, 0.8750159056428327, 0.6453333333333332, 0.7557647058823529, 0.5136363636363637, 0.9185146260290769, 0.8312253501971985, 0.0]
3	4.288465591375566e-05	19	8	6070.967973947525	0.1300167977809906	0.03597333333333334	0.6724000000000001	0.7850096393473456	0.6422676742712163	0.7760128574504231	[0.5648484848484848, 0.8612407653550122, 0.6960808752250381, 0.8158397979433518, 0.6066666666666667, 0.5507246376811594, 0.5944444444444444, 0.6695035460992906, 0.8598095238095238, 0.5225071225071225, 0.6761904761904762, 0.4994708994708995, 0.8998030812000464, 0.8168847926267281, 0.0]
4	3.7403439815169535e-05	20	8	6282.949208021164	0.17732834219932556	0.04808	0.5184	0.6164447924823805	0.531336246072677	0.6128989796649182	[0.38918918918918916, 0.6689265536723165, 0.5161290322580645, 0.6095238095238096, 0.42105263157894735, 0.6620689655172415, 0.5090909090909091, 0.44651162790697674, 0.7013698630136986, 0.5925925925925927, 0.5777777777777777, 0.29090909090909095, 0.7485380116959064, 0.6363636363636364, 0.2]
5	4.1949936050219514e-05	4	16	965.0885896682739	0.14324795603752136	0.04808	0.4992	0.603520536462699	0.45181243928315346	0.5853489894188314	[0.192, 0.6806629834254144, 0.5530864197530864, 0.632258064516129, 0.31111111111111106, 0.4, 0.3692307692307692, 0.4631578947368421, 0.6951724137931035, 0.4, 0.5818181818181818, 0.17777777777777776, 0.7047619047619048, 0.6161490683229813, 0.0]
6	3.7127359939954577e-05	6	8	1967.0790417194366	0.1093290776014328	0.03637333333333333	0.6571999999999999	0.7794429399184969	0.6269964614946215	0.7690540229106968	[0.4985294117647059, 0.8615838320756353, 0.7435294117647059, 0.8048657658616165, 0.4681681681681682, 0.6871111111111112, 0.4822966507177034, 0.6136054421768706, 0.871246526779726, 0.5, 0.6363076923076922, 0.5316770186335404, 0.8978142736384495, 0.8082116174193983, 0.0]
7	4.9797243964276316e-05	19	32	3447.239211320877	0.12076554149389267	0.0356	0.6599999999999999	0.7855555829435288	0.6717081884236569	0.7804052314530102	[0.4894773519163763, 0.8665560267994344, 0.7210277214334011, 0.7992129083038175, 0.5111111111111111, 0.71986531986532, 0.5523809523809524, 0.592657004830918, 0.8900197962435421, 0.6495000000000001, 0.7000000000000002, 0.6011428571428572, 0.8934103761986721, 0.8092614001284522, 0.27999999999999997]
8	2.1296128330577035e-05	6	32	1187.392513513565	0.11356479525566102	0.03618666666666667	0.6403999999999999	0.7681886123782619	0.5322229347695384	0.7331155820130355	[0.046153846153846156, 0.8468691806331471, 0.7041151619464872, 0.8197016688819968, 0.42000000000000004, 0.4618421052631579, 0.46363636363636357, 0.6557610241820768, 0.8568071519795659, 0.27301587301587305, 0.6615835777126099, 0.05, 0.9155688265153777, 0.808289241622575, 0.0]
9	3.779457092118967e-05	6	16	1404.3059432506561	0.10395975261926652	0.03557333333333333	0.6636000000000001	0.7807702844378415	0.6206317116592696	0.7678483288734238	[0.4842105263157895, 0.8599766837054974, 0.719178495922682, 0.7996225996225996, 0.41224152191894126, 0.580952380952381, 0.4768421052631579, 0.5995215311004785, 0.8816906895208415, 0.5210950080515299, 0.715890083632019, 0.5272727272727272, 0.9143966040024256, 0.8165847176079734, 0.0]
10	2.8922059050321838e-05	14	16	3125.0438437461853	0.11235622763633728	0.03354666666666667	0.6883999999999999	0.8001214211247876	0.6764682739460335	0.791736934079449	[0.503030303030303, 0.8675342234240325, 0.7349859442882698, 0.8322059446185115, 0.5058823529411764, 0.681263157894737, 0.5970526315789473, 0.6898550724637681, 0.8692198581560284, 0.6069565217391305, 0.7031674208144797, 0.5962732919254657, 0.9133364973896535, 0.8176894603545686, 0.22857142857142856]
11	2.857347767593366e-05	15	16	3210.4169068336487	0.2253120481967926	0.07216	0.1492	0.16808846761453397	0.14125771913863044	0.16646433336837033	[0.0823529411764706, 0.18429319371727748, 0.16595744680851063, 0.16652360515021458, 0.11764705882352941, 0.12727272727272726, 0.15652173913043477, 0.15111111111111114, 0.18235294117647058, 0.11200000000000002, 0.1481481481481481, 0.16, 0.1906735751295337, 0.17401129943502824, 0.0]
12	2.8454568456053333e-05	16	16	3523.121002674103	0.12107785493135452	0.03546666666666667	0.6728	0.79129337772845	0.6610131388363166	0.783228601437518	[0.5023376623376624, 0.8507863089731729, 0.7376637262763965, 0.8094323144104804, 0.5345314505776637, 0.7809523809523808, 0.5033333333333333, 0.5726984126984128, 0.8776967221087443, 0.6281290322580646, 0.7703703703703704, 0.5673913043478261, 0.9008018327605957, 0.829072231139647, 0.05]
13	2.4162380019513077e-05	11	16	2456.783638238907	0.10974258184432983	0.03373333333333333	0.6816000000000001	0.7965690922133394	0.6533434057708881	0.7836873653907922	[0.49716775599128543, 0.8474393839635874, 0.7427377220480668, 0.8175517678546275, 0.5055028462998103, 0.5416267942583732, 0.6323809523809525, 0.7581818181818181, 0.8779130434782608, 0.7005128205128205, 0.7382857142857142, 0.4166666666666668, 0.9196204797708557, 0.8045633208704823, 0.0]
14	2.2586707755744484e-05	10	16	2160.7824914455414	0.10622770637273789	0.03370666666666667	0.6848	0.7962112746011052	0.667477410407	0.787534465034901	[0.5999999999999999, 0.8540221572994706, 0.7647058823529412, 0.8017043402903156, 0.5142857142857142, 0.7259259259259261, 0.6183574879227054, 0.6746808510638298, 0.8813656931303988, 0.5622857142857144, 0.7500000000000001, 0.5391304347826087, 0.9199488567095834, 0.8057480980557903, 0.0]
15	2.0032853729968512e-05	10	16	2387.412656545639	0.10684294104576111	0.03525333333333334	0.6716000000000001	0.7862648849408432	0.6413439849569933	0.7766542348624922	[0.5444444444444445, 0.8475362318840579, 0.7232013622818221, 0.8130569798512314, 0.5102564102564102, 0.7093333333333335, 0.6436363636363637, 0.6316373728029603, 0.871602036819428, 0.47126436781609204, 0.7251282051282052, 0.39663157894736845, 0.9175951191096667, 0.8148359680435151, 0.0]
16	2.4123264891992387e-05	9	16	2087.0880651474	0.10586930364370346	0.03410666666666666	0.6844000000000001	0.7968693960555743	0.6719163501836904	0.7897489066778351	[0.5545864661654135, 0.8567784960074878, 0.7383567475521499, 0.8037418399623124, 0.575978407557355, 0.7809523809523808, 0.5636363636363637, 0.6424347826086957, 0.8747008292368044, 0.665846153846154, 0.6699751861042182, 0.6051282051282052, 0.9278992352676563, 0.8187301587301586, 0.0]
17	3.131292862638842e-05	13	16	3034.4461998939514	0.14773967862129211	0.045200000000000004	0.5376000000000001	0.6311111111111112	0.5418785233583521	0.6278611973629058	[0.4631578947368421, 0.6806629834254144, 0.6023529411764705, 0.6453781512605042, 0.5073170731707317, 0.5714285714285714, 0.4, 0.48695652173913045, 0.6857142857142857, 0.496551724137931, 0.5942857142857142, 0.384, 0.7398843930635839, 0.6419161676646705, 0.22857142857142856]
18	2.38594315099998e-05	9	8	2721.7086992263794	0.11402448117733002	0.03469333333333334	0.6764000000000001	0.7941498363288246	0.6619603821691068	0.7863177460015176	[0.5336609336609337, 0.8647893669745439, 0.7385419388555003, 0.8125253070589823, 0.5344444444444445, 0.6596491228070174, 0.5303167420814481, 0.6367346938775509, 0.8980774918663117, 0.656221198156682, 0.7247058823529413, 0.6309565217391304, 0.893511218920558, 0.8152708697405565, 0.0]
19	2.6763821545797935e-05	13	32	2507.2477679252625	0.11228741556406022	0.0356	0.6676000000000001	0.7828623157146518	0.6147649761089705	0.7661422371916586	[0.39417879417879415, 0.8380185259766412, 0.7265036351619301, 0.8300659009602711, 0.47930735930735935, 0.43809523809523804, 0.5431372549019609, 0.6270022883295194, 0.8635432885114416, 0.6281290322580646, 0.6871794871794872, 0.4423529411764706, 0.9008187706220212, 0.8231421249753597, 0.0]
