trial	learning_rate	num_train_epochs	per_device_train_batch_size	runtime	loss	hamming_loss	accuracy	f1_micro	f1_macro	f1_weighted	class_f1_scores
0	3e-05	11	8	2567.7221558094025	0.10807226598262787	0.032720000000000006	0.7043999999999999	0.8028833427035853	0.6826529660262618	0.7970358641935655	[0.42522818993407235, 0.8818435932108347, 0.771068233635949, 0.8210209496278109, 0.5630252873396915, 0.5775180375180375, 0.7154066985645933, 0.559472049689441, 0.8883266277890206, 0.7159615384615385, 0.6505391761231583, 0.5823929795694502, 0.9345437100009202, 0.8518601173421072, 0.30158730158730157]
1	5e-05	4	8	936.2205183506012	0.1647031381726265	0.053413333333333333	0.4004	0.4718574373417236	0.35236995028237433	0.45845292031601054	[0.2148148148148148, 0.5171911421911422, 0.43242589231699935, 0.4899141059438284, 0.31574279379157427, 0.18909090909090912, 0.37316017316017314, 0.2814623400830297, 0.5376754379455517, 0.28647619047619044, 0.377667493796526, 0.20285714285714285, 0.5633367656563222, 0.5037340521114106, 0.0]
2	2e-05	18	16	2804.6233422756195	0.10536734610795975	0.03176	0.706	0.807078573958751	0.6703814656115821	0.7996918084655306	[0.4628039537318506, 0.882708923923255, 0.7823112898142401, 0.8239432500143066, 0.528723948971032, 0.596129141311697, 0.7650877192982456, 0.5687947607851757, 0.8994854357572806, 0.6436483516483517, 0.6657142857142857, 0.5269772256728779, 0.9397436736419789, 0.8529833572224877, 0.11666666666666667]
3	5e-05	6	16	967.9251136779785	0.13292303830385208	0.043013333333333334	0.5468	0.6354136437674228	0.4997615303032366	0.624923372333422	[0.3386904761904762, 0.6983683257764944, 0.6132817869415808, 0.6548214777634139, 0.41936086262461975, 0.3222746521476104, 0.514072478724518, 0.43576178571576635, 0.7069234116505699, 0.49126436781609206, 0.4554585874483573, 0.41695734938519313, 0.7499736209733274, 0.6792137713905285, 0.0]
4	2e-05	4	32	491.54567193984985	0.1399273157119751	0.039786666666666665	0.5551999999999999	0.7195475444335369	0.33006941468020734	0.639171994043387	[0.0, 0.8465305996311878, 0.7311232656447689, 0.7555235570304297, 0.0, 0.0, 0.0, 0.0, 0.8916907494605336, 0.0, 0.0, 0.0, 0.9269340751780273, 0.799238973258163, 0.0]
5	4e-05	10	8	2360.158446073532	0.17262991666793823	0.05488	0.40800000000000003	0.47161777528895843	0.3878604697393347	0.46672239430609375	[0.24583349490092674, 0.5083079157588962, 0.47377450980392155, 0.4905529019527795, 0.3068931971370996, 0.2957037037037037, 0.4359702501690331, 0.27421479229989865, 0.5312108843537415, 0.3643503761315823, 0.3588623141564318, 0.3423512842867681, 0.5628214833540557, 0.5032504142716585, 0.12380952380952381]
6	3e-05	2	32	243.267320394516	0.17982421219348907	0.05448000000000001	0.372	0.5467012881808898	0.23765666256078513	0.462070513239495	[0.0, 0.802170262699869, 0.2769854212997282, 0.26162573650265764, 0.0, 0.0, 0.0, 0.0, 0.6875369723008821, 0.0, 0.0, 0.0, 0.8418137464689188, 0.6947177991397214, 0.0]
7	3e-05	16	8	3756.6981608867645	0.17255673110485076	0.05258666666666667	0.42160000000000003	0.4841289023166454	0.4098646428193119	0.48040496113812736	[0.26770981507823616, 0.5314854737706601, 0.48640033446369674, 0.4934288670260961, 0.35958110516934044, 0.3936781609195402, 0.45212121212121203, 0.3425311358043105, 0.5259770114942529, 0.34774958561774827, 0.3851178451178451, 0.32999999999999996, 0.560148634823398, 0.5164849053277857, 0.15555555555555556]
8	2e-05	20	32	2316.2863771915436	0.10275354087352753	0.03229333333333333	0.7044	0.8028808297907215	0.6713157369408308	0.7955402462287098	[0.4336043360433604, 0.8738841928264284, 0.7846870325576636, 0.8217363322557315, 0.5807457734866996, 0.6407322068612392, 0.726065359477124, 0.5647991287991287, 0.8974008724374702, 0.6907483820527298, 0.6379245852187029, 0.530903833797387, 0.9296698671932477, 0.8401674844388818, 0.11666666666666667]
9	5e-05	5	16	785.5432829856873	0.13602984845638275	0.04544	0.524	0.6162643439511037	0.44228775010948596	0.5918069305164206	[0.22314078784667019, 0.697480810452819, 0.5822369765066394, 0.6389296223816772, 0.31012170625073854, 0.26409090909090904, 0.36190476190476184, 0.3285446581292214, 0.6956695501678256, 0.34285714285714286, 0.4505707196029777, 0.3176470588235294, 0.741697177751817, 0.6794243698755593, 0.0]
