trial	learning_rate	num_train_epochs	per_device_train_batch_size	runtime	loss	hamming_loss	accuracy	f1_micro	f1_macro	f1_weighted	class_f1_scores
0	2.6148896361905376e-05	3	32	370.674720287323	0.3000041902065277	0.08536000000000002	0.0	0.0	0.0	0.0	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
1	3.8566817825030865e-05	4	32	424.1321613788605	0.20464440882205964	0.06304000000000001	0.28400000000000003	0.4583169705469846	0.1870645930563148	0.37663014888960034	[0.0, 0.49411764705882355, 0.0, 0.15999999999999998, 0.0, 0.0, 0.0, 0.0, 0.6776397515527952, 0.0, 0.0, 0.0, 0.827042577675489, 0.6471689195576141, 0.0]
2	3.411659228990914e-05	8	8	971.9215805530548	0.13009724915027618	0.042826666666666666	0.5644	0.7243391647461415	0.41863453275171814	0.6707066521891079	[0.2508387096774194, 0.8180790960451978, 0.7164508758568164, 0.7028241662836423, 0.29333333333333333, 0.0, 0.3580952380952381, 0.07777777777777778, 0.8825174825174826, 0.05714285714285715, 0.3851851851851852, 0.021052631578947368, 0.8832479306267244, 0.8329727071551511, 0.0]
3	2.1958823741998907e-05	18	16	1984.158804178238	0.12158655822277069	0.03936	0.6055999999999999	0.7505984916228423	0.5376174881485509	0.7233068529302678	[0.4357418643132929, 0.8225764306245102, 0.7382796109097843, 0.7235652679768318, 0.4369747899159663, 0.15944055944055943, 0.5673076923076923, 0.43589743589743596, 0.8501073492981008, 0.26666666666666666, 0.7079922027290447, 0.16842105263157894, 0.9111291413116971, 0.8401622582051024, 0.0]
4	2.8292629583267745e-05	5	8	622.3789427280426	0.13575176000595093	0.041999999999999996	0.5464	0.717857359091911	0.3752957754236508	0.6478797822624871	[0.041025641025641026, 0.8503269218561542, 0.7216960570636022, 0.6735908493133926, 0.05217391304347826, 0.0, 0.2666666666666667, 0.0, 0.8702771583306784, 0.0, 0.411336032388664, 0.0, 0.9103894316774459, 0.831953959989038, 0.0]
5	4.9333396549152656e-05	7	8	834.1700744628906	0.26290297508239746	0.08536000000000002	0.0	0.0	0.0	0.0	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
6	3.097418639018961e-05	7	16	805.0172944068909	0.14332877099514008	0.04551999999999999	0.5272	0.6938102998722298	0.3384174765993562	0.6232310565958382	[0.01142857142857143, 0.8341493268053857, 0.7397862116308719, 0.6502978723404255, 0.0, 0.0, 0.32, 0.0, 0.8625528317836011, 0.0, 0.0, 0.0, 0.9026204564666103, 0.7554268785348774, 0.0]
7	3.742704309575855e-05	5	16	704.2549142837524	0.16740768551826476	0.05090666666666667	0.42560000000000003	0.5695652173913044	0.2846684767146489	0.5133958257154638	[0.0, 0.6761904761904762, 0.5702970297029702, 0.580392156862745, 0.0, 0.0, 0.0, 0.0, 0.6816568047337278, 0.0, 0.4, 0.0, 0.7354037267080745, 0.6260869565217391, 0.0]
8	3.785915699438949e-05	10	16	1198.8654472827911	0.1248205378651619	0.04058666666666666	0.5844	0.7421070233637743	0.45145223495137377	0.6909539760775392	[0.31546099290780144, 0.8381329969363849, 0.7461538461538462, 0.7488799625422017, 0.15854341736694677, 0.0, 0.5423076923076923, 0.1257606490872211, 0.857366036556788, 0.13333333333333333, 0.5756613756613757, 0.0, 0.911016554750349, 0.8191666666666666, 0.0]
9	2.175398640150488e-05	8	16	1146.0482966899872	0.14356189966201782	0.0428	0.5376	0.7103191924023637	0.34585050549535945	0.638139041693248	[0.0, 0.8236835070836674, 0.7889361702127659, 0.7016375997635235, 0.0, 0.0, 0.32, 0.0, 0.840442855296601, 0.0, 0.0, 0.0, 0.9033549783549784, 0.8097024717188551, 0.0]
10	2.0539087782979854e-05	20	16	2417.836879491806	0.12126793563365937	0.03848	0.616	0.7594489514125803	0.5282843770031437	0.7316209738656431	[0.3324651162790697, 0.8333333333333333, 0.7951020408163264, 0.7546064963105322, 0.471055381400209, 0.03636363636363636, 0.5026455026455026, 0.39443079443079443, 0.8711133484352714, 0.27472527472527475, 0.746360153256705, 0.14545454545454545, 0.9311175737432489, 0.8354924578527063, 0.0]
11	2.0204117559885476e-05	20	16	2415.3205711841583	0.11747281849384308	0.03794666666666667	0.6155999999999999	0.7610423263748194	0.5452875348133696	0.7342421791273395	[0.3736170212765958, 0.8402597402597403, 0.7621064363332405, 0.7424942030446617, 0.46222222222222226, 0.03636363636363636, 0.5811965811965811, 0.48, 0.8591408591408591, 0.29999999999999993, 0.7299145299145299, 0.25263157894736843, 0.914689075630252, 0.8446771378708553, 0.0]
12	2.0039951583152996e-05	20	16	2716.785420656204	0.12564132809638978	0.04013333333333334	0.6104	0.7475044256840275	0.5271683956935387	0.7205820934030558	[0.37587301587301586, 0.8167051874678993, 0.7710792131844761, 0.7063978874160066, 0.43555555555555553, 0.0, 0.4766666666666667, 0.48754119973632176, 0.8612489307100086, 0.29999999999999993, 0.7601532567049808, 0.16, 0.9226324237560194, 0.8336725983321294, 0.0]
13	2.5039162108037824e-05	14	16	1915.0804514884949	0.11984540671110153	0.03736	0.6115999999999999	0.7617377546311557	0.5416800634571128	0.7324068179991243	[0.4724786324786324, 0.8507705627705627, 0.7765442030928755, 0.754515050167224, 0.3790476190476191, 0.15944055944055943, 0.5456410256410257, 0.2891774891774892, 0.8698703279938979, 0.2952380952380952, 0.7731092436974791, 0.21999999999999997, 0.909752907977149, 0.8296152351340847, 0.0]
14	2.458659017003859e-05	15	32	2151.439847946167	0.13077648878097534	0.04085333333333334	0.5643999999999999	0.7273830555342191	0.3993813595479488	0.669223377056241	[0.18870431893687709, 0.8432900432900434, 0.7659313725490196, 0.7135763222800767, 0.30869565217391304, 0.0, 0.384, 0.013793103448275858, 0.8770246784845325, 0.0, 0.1822222222222222, 0.0, 0.909340903649485, 0.8041417761847869, 0.0]
15	2.411627566880489e-05	14	16	1914.5673179626465	0.12162428051233291	0.038639999999999994	0.6052000000000001	0.7521736646672379	0.5074168389802678	0.7137815584884277	[0.40522875816993464, 0.8693333333333333, 0.7709867452135493, 0.7257335257335257, 0.4158829676071055, 0.0, 0.5104761904761906, 0.09388209121245826, 0.8698703279938979, 0.3076923076923077, 0.7315508021390376, 0.16842105263157894, 0.9062782521346057, 0.8359162303664922, 0.0]
16	2.7258727778938062e-05	15	16	2029.277678489685	0.12034554928541183	0.04066666666666667	0.5908	0.7421042963099038	0.49465555959574353	0.7037099221773854	[0.4902439024390244, 0.8258959537572255, 0.7664253150978814, 0.7113720418983578, 0.32000000000000006, 0.03636363636363636, 0.5013574660633485, 0.06060606060606061, 0.8712210866057021, 0.2974358974358974, 0.6065934065934065, 0.19064327485380117, 0.914464467868072, 0.8272108843537416, 0.0]
17	2.331961118874993e-05	12	16	1690.0658631324768	0.1284501940011978	0.04144	0.5655999999999999	0.7285288360734218	0.4193718812592878	0.676966788143502	[0.2775627240143369, 0.8327272727272726, 0.7371927042030135, 0.7130932896890345, 0.44305555555555554, 0.0, 0.3833333333333334, 0.038709677419354833, 0.8678991596638657, 0.06153846153846154, 0.2021052631578947, 0.0, 0.9078441558441558, 0.8255166217430367, 0.0]
18	3.088301694382731e-05	17	8	2515.368635416031	0.12190589904785157	0.040240000000000005	0.6175999999999999	0.7537083554663141	0.5503988357576295	0.7316779468639387	[0.4319088319088319, 0.8324224908039936, 0.7589407589407591, 0.7297524615345874, 0.43082251082251083, 0.2901098901098901, 0.5431578947368421, 0.37555555555555553, 0.8695571095571095, 0.19545454545454544, 0.6433333333333334, 0.4133333333333334, 0.9127632144391921, 0.8288706058339566, 0.0]
19	2.269261432549723e-05	12	32	1710.75541806221	0.14931516945362092	0.04450666666666666	0.51	0.6897205940952089	0.31558048824667073	0.6175152449472937	[0.0, 0.7998382888014997, 0.6996096984033116, 0.7088659672632165, 0.0, 0.0, 0.0, 0.0, 0.835244755244755, 0.0, 0.0, 0.0, 0.8964262508122157, 0.7937223631750634, 0.0]
