trial	learning_rate	num_train_epochs	per_device_train_batch_size	runtime	loss	hamming_loss	accuracy	f1_micro	f1_macro	f1_weighted	class_f1_scores
0	3e-05	18	32	3401.5054848194122	0.1089006319642067	0.03173333333333333	0.7087999999999999	0.8079681253243602	0.6730152204451446	0.8013855924846359	[0.48867623604465715, 0.8655929133706778, 0.7947939901190302, 0.8306209696251189, 0.572948597076504, 0.6310411209018019, 0.6892243306565556, 0.5794962939062318, 0.8928312610287742, 0.6205149782428885, 0.6919466072407248, 0.5738396441368485, 0.9291350064343998, 0.8678996912262903, 0.06666666666666668]
1	4e-05	15	16	3747.1769189834595	0.14265233129262925	0.04197333333333333	0.5648	0.6469068686819728	0.5430213262870358	0.6420221837875444	[0.355639097744361, 0.7014763746816094, 0.5945701410800421, 0.6587472696569734, 0.48968392017959295, 0.48529914529914525, 0.6316587148462232, 0.46622674622674626, 0.7160512356446291, 0.5013333333333334, 0.5746120107962213, 0.41536434579912845, 0.7490829985995451, 0.6889078937513193, 0.11666666666666667]
2	4e-05	17	32	3213.8601245880127	0.1102132961153984	0.032080000000000004	0.7087999999999999	0.8081023228058187	0.6791143092383424	0.8024382313569249	[0.49396669396669396, 0.8663417147191389, 0.7780185460659255, 0.8434506841643692, 0.5755302384458394, 0.7025947076880862, 0.7319016495487082, 0.5413839872320843, 0.8960111326440569, 0.617542565615588, 0.6446779584462512, 0.5529427561685626, 0.9362852654719223, 0.8560667383979084, 0.15]
3	4e-05	12	32	2280.420592546463	0.10222134888172149	0.03301333333333333	0.6940000000000001	0.7993159502154865	0.6650753703296676	0.792819973536437	[0.48882088943288454, 0.8632498179299837, 0.7590375934716019, 0.8223396632607158, 0.5491698440557606, 0.5746767868437697, 0.7404634581105168, 0.5346049117321348, 0.8923231175263113, 0.6477267830209006, 0.6370238181325139, 0.5159025155956102, 0.932464842742727, 0.8611836559467239, 0.15714285714285717]
4	4e-05	13	16	3245.3999705314636	0.11108747869729996	0.03312	0.6944	0.8018847098457069	0.6740843992711716	0.7955094474399884	[0.44756302521008406, 0.8564570460659839, 0.7739709603170483, 0.8331789579470034, 0.5582516339869281, 0.5547805642633229, 0.702960982372747, 0.5572785265049416, 0.8990953779866823, 0.616624579124579, 0.6596302521008404, 0.5711051693404634, 0.930492928423966, 0.8578124933594898, 0.292063492063492]
5	5e-05	15	32	2879.3811247348785	0.10958039313554764	0.03271999999999999	0.6948000000000001	0.8037302912381177	0.6819961557433046	0.7979326365604676	[0.4598048666160121, 0.8705676880035854, 0.7799974771770299, 0.823514677702109, 0.5592115457605213, 0.5976140350877193, 0.7712032639142613, 0.5236076114799519, 0.8895637244260488, 0.6330621644853144, 0.6943287823287823, 0.5670440696302765, 0.936072719872915, 0.8576830429983746, 0.2666666666666667]
6	5e-05	20	16	5016.528782129288	0.15771400928497314	0.04325333333333334	0.5532	0.6398237089808597	0.5396754054893963	0.6352002296618025	[0.31353749237289535, 0.6961852117833167, 0.5950174814579745, 0.6531513725341725, 0.4340149212489638, 0.5011111111111111, 0.6251912389669828, 0.4374690703428773, 0.725243087649086, 0.4772829647829647, 0.559047619047619, 0.4050930726122542, 0.7429903751958437, 0.6853516187904388, 0.24444444444444446]
7	2e-05	9	8	3190.279317855835	0.10143426656723023	0.03232	0.7056	0.8038957523064665	0.6797553544182261	0.7977887617312607	[0.4847478312594592, 0.8762922985547071, 0.7899077213384244, 0.8253078612209048, 0.5402899693601781, 0.6111954830241275, 0.6988299282416929, 0.5474965986394558, 0.8876520447853975, 0.6289017595307919, 0.6570947570947571, 0.5606591853042157, 0.9328928033798259, 0.8550620745394534, 0.3]
8	5e-05	5	16	1245.9161100387573	0.11618232280015946	0.039520000000000007	0.6172	0.7264398603632489	0.544960786882547	0.696283159055631	[0.3608579655638479, 0.8489958642754839, 0.6928891911732953, 0.7907083903257301, 0.4225310637075343, 0.38155467720685116, 0.5547294810452705, 0.44229552988831883, 0.7060218758438037, 0.5136483516483517, 0.440328407224959, 0.44400000000000006, 0.7486429586391892, 0.8272080466955689, 0.0]
9	4e-05	16	8	5671.8566336631775	0.23010019809007645	0.07224	0.1452	0.16455893832943017	0.1438873482830093	0.16436959069871918	[0.09, 0.18144329896907216, 0.15632183908045977, 0.168141592920354, 0.11000000000000003, 0.12173913043478261, 0.1739130434782609, 0.15319148936170215, 0.17714285714285713, 0.11851851851851851, 0.1481481481481481, 0.13333333333333333, 0.18871794871794872, 0.16497175141242937, 0.07272727272727272]
10	2e-05	7	32	1344.487706899643	0.10557921677827835	0.03306666666666667	0.6708000000000001	0.7877443345496276	0.5893301330571943	0.7632687058161503	[0.3322296986427421, 0.8703055235144209, 0.7639354239837681, 0.80755067843519, 0.4682336182336183, 0.3581213671239246, 0.5839589916821039, 0.47515402771893733, 0.8952591477233443, 0.5081616161616161, 0.6489824957651045, 0.34438816476929, 0.93504785225538, 0.8486233898484734, 0.0]
11	3e-05	20	32	3898.3339142799377	0.11066389977931976	0.032106666666666665	0.7096	0.8071768197650865	0.6777480176316292	0.8020666173319023	[0.4774006564704239, 0.8629618905728776, 0.7937397280741072, 0.8292599051283469, 0.6114710796599342, 0.5878986928104575, 0.7156497083728205, 0.5763678026424846, 0.8884995764889545, 0.6737457741717378, 0.6982032967032967, 0.5568917801175866, 0.9351220449277889, 0.8590083283336203, 0.1]
12	3e-05	18	32	3481.6899812221527	0.10945366024971008	0.03170666666666667	0.7060000000000001	0.808150797525796	0.6746085162661204	0.8016946259145966	[0.4427302900987112, 0.8644551275019783, 0.7966836734693877, 0.8345564281060319, 0.5720938962218032, 0.6377077875684687, 0.7087025915261209, 0.5712423256522636, 0.8957724374993624, 0.6200541487498009, 0.6877984590925768, 0.5738396441368485, 0.9292402031522622, 0.8675840645495235, 0.11666666666666667]
