,review_id,restaurant_id,page_index,title,date,author_name,author_location,text,rating,city,restaurant_name,language_code,text_noanonymization
0,921348897,2005104,0,Bayrisches Bier mitten in Berlin,2023-10-15,wolfganga300,Erlangen,"Bayrisches Bier mitten in LOC.Das kann man im LOC genießen, dazu bayerisches Essen und dazu die berühmte Curry Wurst. Das Lokal ist immer voll, eine Reservierung ist zwingend. Innen ist es gemütlich aber auch laut. Ein Teil des Personals versucht sich südbayerisch zu kleiden.",5.0,berlin,Augustiner am Gendarmenmarkt,de,"Bayrisches Bier mitten in Berlin.Das kann man im Augustiner Hof genießen, dazu bayerisches Essen und dazu die berühmte Curry Wurst. Das Lokal ist immer voll, eine Reservierung ist zwingend. Innen ist es gemütlich aber auch laut. Ein Teil des Personals versucht sich südbayerisch zu kleiden."
1,921129385,2005104,0,Denn Sie wissen nicht was Sie tun!!!,2023-10-13,Maximilian-62,"Freiburg, Deutschland",Bayrisch Essen und Gastfreundschaft geht anders. Einfach nur enttäuschend. Einzig das Bier war geniessbar. Habe ich so in LOC noch nie erlebt.,2.0,berlin,Augustiner am Gendarmenmarkt,de,Bayrisch Essen und Gastfreundschaft geht anders. Einfach nur enttäuschend. Einzig das Bier war geniessbar. Habe ich so in München noch nie erlebt.
2,919660348,2005104,0,Gutes Bier und schöne Aussicht,2023-10-03,PaulSandmann,"Berlin, Deutschland","Am LOC gelegen, wird hier leckeres Bier und zünftiges Essen serviert. Wenn die laue Abendsonne über die Häuser streift und man dem Treiben hier noch einen letzten Blick zu wirft, dann ist die Welt in Ordnung. Ein schöner Ort.",4.0,berlin,Augustiner am Gendarmenmarkt,de,"Am Gendarmenmarkt gelegen, wird hier leckeres Bier und zünftiges Essen serviert. Wenn die laue Abendsonne über die Häuser streift und man dem Treiben hier noch einen letzten Blick zu wirft, dann ist die Welt in Ordnung. Ein schöner Ort."
3,918788541,2005104,0,Nicht zu empfehlen! Zero Dienstleistungsverständnis,2023-09-28,cariocadagema74,"Berlin, Deutschland","Dieser Laden macht den Ruhm LOC als Servicewüste allen Ehren. Leider hat einer meiner Kollegen diesen Ort gesucht für unser monatliches Treffen. Als ich ankam und dem Betreiber nach der Gruppe fragte, drehte er den Rücken zu mir und sagte dabei: ""Ich bin im Gespräch"" und lief mit einem Kollegen von dannen. Als er dann zurückkam, hektisch und dem Anschein nach ohne Manieren, sagte er: Es war wichtig"". Darauf hin antwortete ich: ""Begrüßen Sie so Ihre Gäste?"" Dann drehte er sich mir den Rücken erneut und verfestigte meinen ersten Eindruck von jemanden, der in der falschen Branche tätig ist. Eine hostile Haltung hat in der Gastronomie nichts zu suchen. Sein bayerisches Kostüm mit Seitenhaarschnitt adrett nach Rechts geglättert wirkte künstlich und mittelprächtig glaubwürdig.Leider hat einer meiner Kollegen diesen Ort gesucht für unser monatliches Treffen. In LOC based, bin ich schlechten Service zwar gewohnt aber was die hier in diesem Laden abliefern ist hostil, menschenfeindlich und dazu bei exorbitanten Preisen und einer sehr mittelmäßigen Qualität des Essens. Weil ich nicht den Fehler mache, Einrichtungen mit dieser Tonalität, einem unsägnlichen Verständnis für Dienstleistung noch zu bestärken, in dem ich mein Geld dort lasse, habe ich kurz mit den Kollegen besprochen und bin gegangen, ohne ein Cent dort zu lassen. Kein Cent! Der Betreiber von LOC-Mitte könnte gut und ger ein Tag bei den Kolleg*innen in der Dependance LOC über die Schulter schauen. Dort können sie sehr wohl, sich als gute Gastgeber behaupten. Meine Kolleg*innen haben mir anschließend des besagten Abends nichts Gutes übers Essen berichtet. Ich konnte während meiner kurzen Zeit drot ebenso wahrnehmen, dass unter der Belegschaft immensen Druck und Stress herrscht. Wenn der Betreiber mit keinem guten Beispiel vorangeht und dies der Belegschaft nicht vorlebt, dann kommt wie es kommen muss: Rundum feindseliges Ambiente. Als ich beim Rausgehen, dem Betreiber sagte: ""Ich werde nicht bleiben wegen Ihrer Unfreundlichkeit"" schrie er ich würde ""undeutlich"" sprechen. Dazu kam er bis zum Bürgersteigrande und beobachtete mich, während ich mein Fahrrad aufschloss. Ein absolutes NO-GO Lokal, für Kund*innen die für sich beanspruchen, willkommen geheißen und freundlich behandelt zu werden. ",1.0,berlin,Augustiner am Gendarmenmarkt,de,"Dieser Laden macht den Ruhm Berlins als Servicewüste allen Ehren. Leider hat einer meiner Kollegen diesen Ort gesucht für unser monatliches Treffen. Als ich ankam und dem Betreiber nach der Gruppe fragte, drehte er den Rücken zu mir und sagte dabei: ""Ich bin im Gespräch"" und lief mit einem Kollegen von dannen. Als er dann zurückkam, hektisch und dem Anschein nach ohne Manieren, sagte er: Es war wichtig"". Darauf hin antwortete ich: ""Begrüßen Sie so Ihre Gäste?"" Dann drehte er sich mir den Rücken erneut und verfestigte meinen ersten Eindruck von jemanden, der in der falschen Branche tätig ist. Eine hostile Haltung hat in der Gastronomie nichts zu suchen. Sein bayerisches Kostüm mit Seitenhaarschnitt adrett nach Rechts geglättert wirkte künstlich und mittelprächtig glaubwürdig.Leider hat einer meiner Kollegen diesen Ort gesucht für unser monatliches Treffen. In Berlin based, bin ich schlechten Service zwar gewohnt aber was die hier in diesem Laden abliefern ist hostil, menschenfeindlich und dazu bei exorbitanten Preisen und einer sehr mittelmäßigen Qualität des Essens. Weil ich nicht den Fehler mache, Einrichtungen mit dieser Tonalität, einem unsägnlichen Verständnis für Dienstleistung noch zu bestärken, in dem ich mein Geld dort lasse, habe ich kurz mit den Kollegen besprochen und bin gegangen, ohne ein Cent dort zu lassen. Kein Cent! Der Betreiber von Berlin-Mitte könnte gut und ger ein Tag bei den Kolleg*innen in der Dependance Potsdam über die Schulter schauen. Dort können sie sehr wohl, sich als gute Gastgeber behaupten. Meine Kolleg*innen haben mir anschließend des besagten Abends nichts Gutes übers Essen berichtet. Ich konnte während meiner kurzen Zeit drot ebenso wahrnehmen, dass unter der Belegschaft immensen Druck und Stress herrscht. Wenn der Betreiber mit keinem guten Beispiel vorangeht und dies der Belegschaft nicht vorlebt, dann kommt wie es kommen muss: Rundum feindseliges Ambiente. Als ich beim Rausgehen, dem Betreiber sagte: ""Ich werde nicht bleiben wegen Ihrer Unfreundlichkeit"" schrie er ich würde ""undeutlich"" sprechen. Dazu kam er bis zum Bürgersteigrande und beobachtete mich, während ich mein Fahrrad aufschloss. Ein absolutes NO-GO Lokal, für Kund*innen die für sich beanspruchen, willkommen geheißen und freundlich behandelt zu werden. "
4,917037963,2005104,0,"Definitiv nicht authentisch bayerisch, inkompetente Servicekräfte, unschönes Erlebnis",2023-09-17,Noah K,,"Naja… authentisch bayerisch ist anders. Wir haben bei einer Mitarbeiterin bestellt, die unsere Getränke dem Kellner weitergeben hat. Am Ende waren die Getränke doppelt auf der Rechnung. Als wir darauf hingewiesen haben, wurde vor uns zwischen den Kellnern diskutiert und es kam eine halbe Stunde niemand mehr. Wir sind dann zu den Tresen um endlich bezahlen zu können. Diese angeblich bayerische Brauerei ist ein No-Go. Die Gäste neben uns wurden abgewiesen, da sie, obwohl nur wenig Kundschaft anwesend war, „nur etwas trinken wollten“.",1.0,berlin,Augustiner am Gendarmenmarkt,de,"Naja… authentisch bayerisch ist anders. Wir haben bei einer Mitarbeiterin bestellt, die unsere Getränke dem Kellner weitergeben hat. Am Ende waren die Getränke doppelt auf der Rechnung. Als wir darauf hingewiesen haben, wurde vor uns zwischen den Kellnern diskutiert und es kam eine halbe Stunde niemand mehr. Wir sind dann zu den Tresen um endlich bezahlen zu können. Diese angeblich bayerische Brauerei ist ein No-Go. Die Gäste neben uns wurden abgewiesen, da sie, obwohl nur wenig Kundschaft anwesend war, „nur etwas trinken wollten“."
5,908201159,2005104,0,Qualität des Essens hat sehr stark nachgelassen.,2023-08-06,JK44892,"Bochum, Deutschland","Die LOC schmeckte leicht säuerlich, der kleine Knödel war geviertelt und man bekam 3/4 Klos. Der Schweinebraten war lauwarm und der Kaiserschmarrn war gewürfelter Teig. Ich bin so enttäuschst. Gehe ich nicht mehr hin. Schlecht kann ich auch woanders, besonders bei den Preisen. Personal nahm sich der Kritik nicht an.",2.0,berlin,Augustiner am Gendarmenmarkt,de,"Die Leberknödelsuppe schmeckte leicht säuerlich, der kleine Knödel war geviertelt und man bekam 3/4 Klos. Der Schweinebraten war lauwarm und der Kaiserschmarrn war gewürfelter Teig. Ich bin so enttäuschst. Gehe ich nicht mehr hin. Schlecht kann ich auch woanders, besonders bei den Preisen. Personal nahm sich der Kritik nicht an."
6,907168709,2005104,0,Wir sind hier nicht in Bayern!,2023-08-01,173stefanh,"München, Deutschland","Wir sind hier nicht in LOC, sind die freundlichen Worte des BetriebsleiterAls man ihn Aufmerksam macht, dass in der LOC anstatt eines „Leberködel“ drei Vierteln eines solchen schwimmen.Natürlich darf der Wirt machen was er will, nur dann sollte er auch in der Karte hinweisen, dass man keinen Leberknödel bekommen wird (wie üblich) sondern nur 3 Viertel.Im übrigen sollte der Betriebsleiter einmal eine Schulung machen, wie er mit Kunden und Gästen umgeht, aber wie ja angemerkt, sind wir ja hier nicht in LOC.",1.0,berlin,Augustiner am Gendarmenmarkt,de,"Wir sind hier nicht in Bayern, sind die freundlichen Worte des BetriebsleiterAls man ihn Aufmerksam macht, dass in der Leberknödelsuppe anstatt eines „Leberködel“ drei Vierteln eines solchen schwimmen.Natürlich darf der Wirt machen was er will, nur dann sollte er auch in der Karte hinweisen, dass man keinen Leberknödel bekommen wird (wie üblich) sondern nur 3 Viertel.Im übrigen sollte der Betriebsleiter einmal eine Schulung machen, wie er mit Kunden und Gästen umgeht, aber wie ja angemerkt, sind wir ja hier nicht in Bayern."
7,902540630,2005104,0,Heute leider zum abgewöhnen,2023-07-12,Patrick L,"Rüdersdorf, Deutschland","Ich freute mich sehr auf das Wienerschnitzel und wir sind extra deswegen dort hingefahren.Ich habe noch nie ein so schlechtes Schnitzel wie heute gegessen! Es war wie Gummi, einfach bur sehnig.Ich überlege gerade ob ich es für 25 EUR als ""kann mal passieren"" oder als ""passiert mir nie wieder"" abstempeln soll ....",3.0,berlin,Augustiner am Gendarmenmarkt,de,"Ich freute mich sehr auf das Wienerschnitzel und wir sind extra deswegen dort hingefahren.Ich habe noch nie ein so schlechtes Schnitzel wie heute gegessen! Es war wie Gummi, einfach bur sehnig.Ich überlege gerade ob ich es für 25 EUR als ""kann mal passieren"" oder als ""passiert mir nie wieder"" abstempeln soll ...."
8,895783388,2005104,0,Teils-Teils,2023-06-18,J9324NNpeterr,"Stellenbosch, Südafrika","Meine Erfahrungen in diesem Jahr waren gemischt: der Schweinebraten mit Kraut und Kloss wie immer gut und mit 13.50€ ein Schnäppchen. Das Wiener Schnitzel dagegen ein hauchdünnes Stück Fleisch mit dicker Panade, leider zu lange gebraten und deswegen zu trocken - enttäuschend.Der LOC ideal und zentral gelegen. Er bietet viel Platz drinnen und draussen. Augsutiner vom Fass köstlich und der Service flott. Vermutlich ist man mit den bayrischen Klassikern besser bedient.",4.0,berlin,Augustiner am Gendarmenmarkt,de,"Meine Erfahrungen in diesem Jahr waren gemischt: der Schweinebraten mit Kraut und Kloss wie immer gut und mit 13.50€ ein Schnäppchen. Das Wiener Schnitzel dagegen ein hauchdünnes Stück Fleisch mit dicker Panade, leider zu lange gebraten und deswegen zu trocken - enttäuschend.Der Platz am Gendarmenmarkt ideal und zentral gelegen. Er bietet viel Platz drinnen und draussen. Augsutiner vom Fass köstlich und der Service flott. Vermutlich ist man mit den bayrischen Klassikern besser bedient."
9,890917149,2005104,0,schlecht verwaltetes Chaos,2023-05-18,Harald F,"Berlin, Deutschland","ich hätte gerne etwas zum Essen gesagt. Aber es kam nicht soweit: Zahlreiche Versuche, das Lokal am Nachmittag und Abend zu erreichen, waren vergeblich: es ging niemand ans Telefon. Da das Lokal in der Nähe unseres Hotels war, sind wir trotzdem dort erschienen und fragten spontan nach einem freien Tisch für 2. Es war viel los. Man wollte uns keinen Tisch geben, obwohl direkt vor der Bar, wo wir auch mit dem alles entscheidenden Kellner sprachen, einer frei war. Auf die abschließende Frage warum niemand ans Telefon ging, erhielt ich die Antwort: na Sie sehen doch, was hier los ist: da können wir gar nicht mehr antworten.Ohne Worte: entscheiden Sie selbst, ob Sie Lust haben, sich in dieser Umgebung bewirten zu lassen...",1.0,berlin,Augustiner am Gendarmenmarkt,de,"ich hätte gerne etwas zum Essen gesagt. Aber es kam nicht soweit: Zahlreiche Versuche, das Lokal am Nachmittag und Abend zu erreichen, waren vergeblich: es ging niemand ans Telefon. Da das Lokal in der Nähe unseres Hotels war, sind wir trotzdem dort erschienen und fragten spontan nach einem freien Tisch für 2. Es war viel los. Man wollte uns keinen Tisch geben, obwohl direkt vor der Bar, wo wir auch mit dem alles entscheidenden Kellner sprachen, einer frei war. Auf die abschließende Frage warum niemand ans Telefon ging, erhielt ich die Antwort: na Sie sehen doch, was hier los ist: da können wir gar nicht mehr antworten.Ohne Worte: entscheiden Sie selbst, ob Sie Lust haben, sich in dieser Umgebung bewirten zu lassen..."
