review_id,restaurant_id,page_index,review_url
908201159,2005104,0,https://www.tripadvisor.de/ShowUserReviews-g187323-d2005104-r908201159-Augustiner_am_Gendarmenmarkt-Berlin.html
907168709,2005104,0,https://www.tripadvisor.de/ShowUserReviews-g187323-d2005104-r907168709-Augustiner_am_Gendarmenmarkt-Berlin.html
902540630,2005104,0,https://www.tripadvisor.de/ShowUserReviews-g187323-d2005104-r902540630-Augustiner_am_Gendarmenmarkt-Berlin.html
895783388,2005104,0,https://www.tripadvisor.de/ShowUserReviews-g187323-d2005104-r895783388-Augustiner_am_Gendarmenmarkt-Berlin.html
890917149,2005104,0,https://www.tripadvisor.de/ShowUserReviews-g187323-d2005104-r890917149-Augustiner_am_Gendarmenmarkt-Berlin.html
881737459,2005104,0,https://www.tripadvisor.de/ShowUserReviews-g187323-d2005104-r881737459-Augustiner_am_Gendarmenmarkt-Berlin.html
880940504,2005104,0,https://www.tripadvisor.de/ShowUserReviews-g187323-d2005104-r880940504-Augustiner_am_Gendarmenmarkt-Berlin.html
880348124,2005104,0,https://www.tripadvisor.de/ShowUserReviews-g187323-d2005104-r880348124-Augustiner_am_Gendarmenmarkt-Berlin.html
878549967,2005104,0,https://www.tripadvisor.de/ShowUserReviews-g187323-d2005104-r878549967-Augustiner_am_Gendarmenmarkt-Berlin.html
872232317,2005104,0,https://www.tripadvisor.de/ShowUserReviews-g187323-d2005104-r872232317-Augustiner_am_Gendarmenmarkt-Berlin.html
870753843,2005104,1,https://www.tripadvisor.de/ShowUserReviews-g187323-d2005104-r870753843-Augustiner_am_Gendarmenmarkt-Berlin.html
868880021,2005104,1,https://www.tripadvisor.de/ShowUserReviews-g187323-d2005104-r868880021-Augustiner_am_Gendarmenmarkt-Berlin.html
867499593,2005104,1,https://www.tripadvisor.de/ShowUserReviews-g187323-d2005104-r867499593-Augustiner_am_Gendarmenmarkt-Berlin.html
866452621,2005104,1,https://www.tripadvisor.de/ShowUserReviews-g187323-d2005104-r866452621-Augustiner_am_Gendarmenmarkt-Berlin.html
865736867,2005104,1,https://www.tripadvisor.de/ShowUserReviews-g187323-d2005104-r865736867-Augustiner_am_Gendarmenmarkt-Berlin.html
864510682,2005104,1,https://www.tripadvisor.de/ShowUserReviews-g187323-d2005104-r864510682-Augustiner_am_Gendarmenmarkt-Berlin.html
859601138,2005104,1,https://www.tripadvisor.de/ShowUserReviews-g187323-d2005104-r859601138-Augustiner_am_Gendarmenmarkt-Berlin.html
856900319,2005104,1,https://www.tripadvisor.de/ShowUserReviews-g187323-d2005104-r856900319-Augustiner_am_Gendarmenmarkt-Berlin.html
855502430,2005104,1,https://www.tripadvisor.de/ShowUserReviews-g187323-d2005104-r855502430-Augustiner_am_Gendarmenmarkt-Berlin.html
851693998,2005104,1,https://www.tripadvisor.de/ShowUserReviews-g187323-d2005104-r851693998-Augustiner_am_Gendarmenmarkt-Berlin.html
847664569,2005104,2,https://www.tripadvisor.de/ShowUserReviews-g187323-d2005104-r847664569-Augustiner_am_Gendarmenmarkt-Berlin.html
847320774,2005104,2,https://www.tripadvisor.de/ShowUserReviews-g187323-d2005104-r847320774-Augustiner_am_Gendarmenmarkt-Berlin.html
847064431,2005104,2,https://www.tripadvisor.de/ShowUserReviews-g187323-d2005104-r847064431-Augustiner_am_Gendarmenmarkt-Berlin.html
846191713,2005104,2,https://www.tripadvisor.de/ShowUserReviews-g187323-d2005104-r846191713-Augustiner_am_Gendarmenmarkt-Berlin.html
841540604,2005104,2,https://www.tripadvisor.de/ShowUserReviews-g187323-d2005104-r841540604-Augustiner_am_Gendarmenmarkt-Berlin.html
835304677,2005104,2,https://www.tripadvisor.de/ShowUserReviews-g187323-d2005104-r835304677-Augustiner_am_Gendarmenmarkt-Berlin.html
829421768,2005104,2,https://www.tripadvisor.de/ShowUserReviews-g187323-d2005104-r829421768-Augustiner_am_Gendarmenmarkt-Berlin.html
824063150,2005104,2,https://www.tripadvisor.de/ShowUserReviews-g187323-d2005104-r824063150-Augustiner_am_Gendarmenmarkt-Berlin.html
